Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_1:50_Rep1,Coverage (%) Tryp_1hr_1:50_Rep2,Coverage (%) Tryp_18hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep1,Coverage (%) AspN_1hr_1:50_Rep2,Coverage (%) AspN_18hr_1:50_Rep1,Coverage (%) AspN_18hr_1:50_Rep2,Coverage (%) GluC_1hr_1:50_Rep1,Coverage (%) GluC_1hr_1:50_Rep2,Coverage (%) GluC_18hr_1:50_Rep1,Coverage (%) GluC_18hr_1:50_Rep2,Coverage (%) Trypsin_18hr_1:50_Rep2,Area Tryp_1hr_1:50_Rep1,Area Tryp_1hr_1:50_Rep2,Area Tryp_18hr_1:50_Rep1,Area AspN_1hr_1:50_Rep1,Area AspN_1hr_1:50_Rep2,Area AspN_18hr_1:50_Rep1,Area AspN_18hr_1:50_Rep2,Area GluC_1hr_1:50_Rep1,Area GluC_1hr_1:50_Rep2,Area GluC_18hr_1:50_Rep1,Area GluC_18hr_1:50_Rep2,Area Trypsin_18hr_1:50_Rep2,#Peptides,#Unique,#Spec Tryp_1hr_1:50_Rep1,#Spec Tryp_1hr_1:50_Rep2,#Spec Tryp_18hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep1,#Spec AspN_1hr_1:50_Rep2,#Spec AspN_18hr_1:50_Rep1,#Spec AspN_18hr_1:50_Rep2,#Spec GluC_1hr_1:50_Rep1,#Spec GluC_1hr_1:50_Rep2,#Spec GluC_18hr_1:50_Rep1,#Spec GluC_18hr_1:50_Rep2,#Spec Trypsin_18hr_1:50_Rep2,PTM,Avg. Mass,Description
1409,1474,O00154|BACH_HUMAN,99.2,275.53,63,32,43,33,13,7,13,13,0,0,3,7,18,3.4707E8,2.8149E8,8.2985E8,7.1846E7,3.9469E7,7.7187E7,8.7749E6,,,9.879E6,1.794E6,2.0127E8,19,19,32,28,31,18,9,16,5,0,0,2,2,24,Carbamidomethylation; Deamidation (NQ),41796,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3
1284,1971,Q13951|PEBB_HUMAN,99.2,275.50,96,9,44,20,40,46,10,20,55,59,38,30,29,2.4675E7,5.4539E7,1.484E8,6.4695E7,3.3588E7,6.3317E6,3.0043E6,1.111E8,4.3064E7,1.2069E8,2.9322E7,6.7847E7,27,27,3,7,8,12,8,3,4,39,32,26,39,11,Carbamidomethylation; Deamidation (NQ),21508,Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2
1461,928,Q8N684|CPSF7_HUMAN,99.2,275.47,44,27,23,23,19,12,17,4,6,0,6,7,18,1.5432E8,1.7034E8,1.5277E8,8.1662E7,5.3914E7,7.5114E7,3.7004E7,1.4807E6,,1.0975E7,9.9346E6,7.7139E7,24,24,23,21,11,24,5,17,4,1,0,5,14,31,Carbamidomethylation; Deamidation (NQ),52050,Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1
1649,1884,Q96GX9|MTNB_HUMAN,99.2,275.36,69,30,33,42,29,7,14,19,0,0,14,14,27,1.2009E8,8.798E7,2.9896E8,9.0057E7,1.3885E7,4.9893E7,4.1866E7,,,2.2504E7,1.0322E7,1.0183E8,18,18,14,11,21,14,3,11,10,0,0,4,11,25,Carbamidomethylation; Deamidation (NQ),27125,Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1
1206,1110,Q9UBC2|EP15R_HUMAN,99.2,275.28,42,2,7,1,5,15,2,3,17,29,5,11,5,1.1964E6,1.1714E7,1.8188E7,8.6441E5,2.7377E7,6.3948E6,1.3062E7,8.7197E7,5.5993E7,2.7853E7,2.7238E7,1.1928E7,32,31,1,3,1,1,27,1,4,29,54,13,68,7,Carbamidomethylation; Deamidation (NQ),94255,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1
1691,971,Q6UB35|C1TM_HUMAN,99.2,275.01,35,5,16,9,9,7,7,9,0,0,0,0,10,2.9263E7,9.2633E7,1.5622E8,3.7856E7,1.1811E7,1.0425E7,7.5942E7,,,,,7.0013E7,27,27,5,20,19,11,5,6,12,0,0,0,0,39,Carbamidomethylation; Deamidation (NQ),105790,Monofunctional C1-tetrahydrofolate synthase  mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1
1631,1181,Q9BVI4|NOC4L_HUMAN,99.2,274.86,50,29,27,29,7,2,2,12,0,0,10,6,15,1.1626E8,1.4775E8,3.1718E8,7.5875E6,4.9094E6,2.2916E6,2.9087E7,,,4.1921E7,3.9819E6,8.5999E7,23,23,28,22,28,5,1,2,10,0,0,10,7,13,Carbamidomethylation; Deamidation (NQ); Oxidation (M),58468,Nucleolar complex protein 4 homolog OS=Homo sapiens OX=9606 GN=NOC4L PE=1 SV=1
1007,1666,Q92526|TCPW_HUMAN,99.2,274.77,30,7,17,9,15,14,12,8,2,2,2,2,9,,3.5703E7,,,,6.6279E5,,,,,,,15,2,25,47,44,21,25,31,15,2,2,5,25,33,Carbamidomethylation; Deamidation (NQ); Oxidation (M),57821,T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5
1379,1106,O00139|KIF2A_HUMAN,99.2,274.77,52,11,20,10,19,12,7,8,2,6,5,6,16,4.3216E7,8.5515E7,1.3335E8,4.7539E7,2.9243E7,2.6301E7,3.5697E7,4.1512E6,5.5598E6,3.4641E7,7.2203E6,6.5636E7,38,34,9,21,13,15,22,6,12,1,6,7,28,33,Carbamidomethylation; Deamidation (NQ),79955,Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3
1457,1196,O15143|ARC1B_HUMAN,99.2,274.71,62,39,41,29,19,16,6,12,0,0,0,0,26,2.2901E8,2.6607E8,3.608E8,6.9707E7,5.1243E7,1.9357E7,4.292E7,,,,,1.5009E8,19,17,36,28,23,12,9,2,16,0,0,0,0,31,Carbamidomethylation; Deamidation (NQ),40950,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3
702,1961,P62269|RS18_HUMAN,99.2,274.67,61,43,53,49,38,34,34,34,0,0,0,0,39,1.2131E9,1.8108E9,3.1237E9,2.8897E8,4.9315E8,6.0123E8,8.1765E8,,,,,1.6715E9,26,26,58,71,69,32,30,43,48,0,0,0,0,82,Deamidation (NQ); Oxidation (M),17719,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3
1475,615,Q96CW1|AP2M1_HUMAN,99.2,274.37,63,21,33,29,3,13,27,10,0,0,0,0,28,1.5464E8,2.6047E8,4.9918E8,9.834E6,5.8565E7,2.8549E7,2.3836E7,,,,,2.6032E8,26,26,20,26,26,3,11,11,5,0,0,0,0,52,Carbamidomethylation,49655,AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2
1567,1116,Q8NFC6|BD1L1_HUMAN,99.2,274.35,21,0,1,0,1,2,0,1,9,8,3,4,1,,4.0142E6,,1.9112E6,4.4597E6,,1.1748E6,6.5828E7,2.6337E7,7.4622E7,2.3285E7,1.0805E6,39,39,0,4,0,7,9,0,6,37,31,10,32,2,Carbamidomethylation; Deamidation (NQ),330467,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2
1579,963,Q9NYV4|CDK12_HUMAN,99.2,274.35,24,2,6,1,8,5,5,3,4,3,5,6,1,8.8528E6,2.3338E7,,2.3901E7,1.1517E7,2.2173E7,2.6945E6,1.5806E7,1.3173E7,5.4103E7,2.3703E7,,27,26,8,12,6,19,8,9,3,8,14,13,30,5,Carbamidomethylation; Deamidation (NQ),164154,Cyclin-dependent kinase 12 OS=Homo sapiens OX=9606 GN=CDK12 PE=1 SV=2
1303,1583,Q15428|SF3A2_HUMAN,99.2,274.30,43,22,28,24,8,5,8,5,2,6,14,11,10,1.9229E8,3.2773E8,4.1803E8,4.9208E7,3.336E5,4.9317E7,1.2201E6,7.5723E5,6.8933E6,7.0151E7,4.7441E7,1.9487E8,19,19,23,34,17,3,4,12,4,1,5,15,55,15,Carbamidomethylation; Deamidation (NQ),49256,Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2
1952,1138,Q96P70|IPO9_HUMAN,99.2,274.21,23,11,5,15,2,2,1,4,0,0,1,1,5,9.0348E7,4.7849E7,2.17E8,1.6526E7,1.5021E7,8.648E6,1.8895E7,,,2.5681E6,6.4298E4,5.675E7,20,20,20,5,27,4,2,1,6,0,0,5,1,16,Carbamidomethylation; Deamidation (NQ),115963,Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3
1033,955,Q7Z417|NUFP2_HUMAN,99.2,274.21,51,17,21,12,14,12,3,5,22,28,26,17,13,6.3985E7,8.079E7,1.1769E8,4.1628E7,3.8912E7,2.1362E7,4.8442E6,1.3592E8,4.8749E7,2.2187E8,3.2774E7,9.4531E7,31,31,14,17,7,19,8,5,1,38,37,45,58,15,Carbamidomethylation; Deamidation (NQ),76121,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1
1609,975,O15294|OGT1_HUMAN,99.2,274.17,34,9,9,5,11,5,5,3,0,0,2,4,10,4.1951E7,8.1918E7,1.0739E8,5.73E7,3.1036E7,1.8655E7,1.4679E7,,,6.5391E6,4.5371E6,6.3619E7,29,29,17,17,11,22,9,8,3,0,0,2,11,30,Carbamidomethylation; Deamidation (NQ),116924,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3
1622,1421,Q8IWS0|PHF6_HUMAN,99.2,274.12,54,11,24,12,31,32,24,6,0,4,0,7,25,5.815E7,1.4954E8,1.5119E8,2.6991E7,6.0941E7,2.0117E7,1.0221E7,,2.3857E6,,8.088E6,1.2494E8,20,20,8,22,12,16,23,16,4,0,1,0,6,20,Carbamidomethylation; Deamidation (NQ),41290,PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1
286,2515,Q8N257|H2B3B_HUMAN,99.2,274.08,92,52,57,36,33,79,33,33,13,23,13,39,29,,,,0,0,2.4854E7,0,,,,1.9992E6,,17,4,212,166,373,9,31,66,45,7,9,15,62,84,Deamidation (NQ); Oxidation (M),13908,Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=HIST3H2BB PE=1 SV=3
1570,909,P21399|ACOC_HUMAN,99.2,274.03,45,13,22,13,14,8,3,8,0,0,0,0,14,6.1574E7,1.1016E8,1.9089E8,5.0402E7,5.2349E7,1.0176E7,2.734E7,,,,,8.9696E7,31,31,12,21,18,16,14,3,5,0,0,0,0,48,Carbamidomethylation; Deamidation (NQ),98399,Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3
1451,1109,Q5T200|ZC3HD_HUMAN,99.2,273.95,18,4,5,2,4,6,4,0,4,2,9,4,3,4.6188E6,1.6325E7,1.0851E7,7.6639E6,1.7661E7,1.4629E7,,4.0913E7,1.3841E7,5.1532E7,1.1324E7,8.9426E6,32,32,16,18,7,10,11,6,0,24,14,23,22,6,Carbamidomethylation; Deamidation (NQ),196635,Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1
1815,1194,P43366|MAGB1_HUMAN,99.2,273.94,58,18,37,28,15,27,5,7,0,0,6,3,22,3.9817E7,7.3921E7,2.1808E8,3.0339E7,4.8064E7,2.0551E7,7.8275E6,,,1.1264E7,6.5916E5,7.0163E7,21,19,16,16,17,10,12,4,3,0,0,5,1,18,Carbamidomethylation; Deamidation (NQ),39037,Melanoma-associated antigen B1 OS=Homo sapiens OX=9606 GN=MAGEB1 PE=1 SV=2
1476,1149,O14497|ARI1A_HUMAN,99.2,273.92,21,6,7,4,5,4,4,1,1,3,2,5,7,7.7303E7,1.3823E8,1.3922E8,3.9946E7,3.8471E7,4.38E7,8.0219E6,8.4066E5,6.0717E6,2.6193E7,1.1658E7,8.6635E7,41,40,19,23,11,11,6,13,1,2,5,5,18,39,Carbamidomethylation; Deamidation (NQ),242042,AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3
1462,680,Q99496|RING2_HUMAN,99.2,273.56,70,22,35,16,24,14,14,14,19,13,28,14,22,4.2337E7,3.6584E7,2.9433E7,5.1042E7,3.7023E7,3.0056E7,1.9731E7,4.5169E7,1.0657E7,6.1364E7,1.9658E7,3.871E7,21,18,13,25,12,12,8,8,4,15,9,14,18,18,Carbamidomethylation; Deamidation (NQ),37655,E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1
216,1643,Q562R1|ACTBL_HUMAN,99.2,273.52,47,13,28,22,2,2,16,16,21,10,19,19,21,,0,4.034E7,,,7.4613E6,3.4738E6,3.1925E7,,0,5.8591E7,1.4854E7,20,8,133,98,233,9,7,4,5,66,63,122,386,259,Carbamidomethylation; Deamidation (NQ); Oxidation (M),42003,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2
296,2063,Q58FG1|HS904_HUMAN,99.2,273.49,26,15,6,15,8,13,14,13,5,5,5,5,8,9.728E6,,5.5698E6,,1.7078E6,7.3037E5,2.9216E5,,,,,7.2414E6,17,4,134,110,162,27,123,29,81,14,19,34,150,178,Carbamidomethylation; Deamidation (NQ); Oxidation (M),47712,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1
1572,1228,O75131|CPNE3_HUMAN,99.2,273.36,37,27,29,26,7,11,8,8,0,0,0,0,19,1.4533E8,1.6252E8,3.0617E8,2.1757E7,4.8188E7,3.9254E7,4.5455E7,,,,,1.2263E8,21,21,20,23,25,11,15,10,8,0,0,0,0,25,Carbamidomethylation; Deamidation (NQ),60131,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1
1392,879,Q9BV44|THUM3_HUMAN,99.2,273.25,60,22,33,22,34,14,8,9,0,0,0,2,17,6.2033E7,1.2118E8,2.1259E8,6.5686E7,3.431E7,3.4038E7,3.3654E7,,,,7.8976E6,9.7954E7,28,28,19,29,19,24,18,9,8,0,0,0,9,35,Carbamidomethylation; Deamidation (NQ),57003,THUMP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1
2019,1224,Q13144|EI2BE_HUMAN,99.2,273.24,35,12,21,17,0,5,1,3,0,0,0,3,13,3.8856E7,1.2959E8,2.2906E8,,3.3261E6,1.8299E6,9.649E6,,,,5.2488E6,9.8558E7,20,20,11,17,16,0,2,2,1,0,0,0,8,22,Carbamidomethylation; Deamidation (NQ); Oxidation (M),80380,Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3
1449,691,O95747|OXSR1_HUMAN,99.2,273.11,66,22,36,25,2,7,7,7,6,4,15,11,12,9.5507E7,1.117E8,5.2526E8,9.8456E6,3.5039E7,6.112E7,4.8217E7,5.609E6,3.8928E5,1.084E8,7.9581E7,1.43E8,28,28,15,21,24,1,5,9,6,4,4,20,28,22,Carbamidomethylation; Deamidation (NQ),58022,Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1
1708,1349,O95336|6PGL_HUMAN,99.2,273.01,82,48,58,45,16,21,14,10,0,6,16,21,27,1.6888E8,1.8026E8,3.4285E8,3.2807E7,6.3416E7,3.3551E7,2.2365E7,,3.234E6,5.5708E7,7.1015E6,1.0818E8,21,21,13,22,16,7,9,5,5,0,3,9,12,14,Carbamidomethylation; Deamidation (NQ),27547,6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2
883,1635,O60493|SNX3_HUMAN,99.2,272.85,98,31,70,41,40,30,8,30,69,90,71,77,28,9.0098E7,2.7979E8,4.2985E8,8.1949E7,4.2807E7,5.0562E7,2.4501E7,9.9505E7,5.1238E7,3.6208E8,1.0065E8,1.2169E8,28,27,15,31,24,22,13,9,3,25,25,40,99,25,Carbamidomethylation; Deamidation (NQ),18762,Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3
1962,2023,Q9H2J4|PDCL3_HUMAN,99.2,272.83,69,40,28,41,21,5,5,5,6,9,5,9,28,4.8242E7,5.9054E7,1.7509E8,8.0111E6,1.5637E7,1.5284E7,2.3454E7,2.2785E7,6.3845E6,2.1734E6,1.2879E7,1.3572E8,17,17,10,6,11,4,5,5,5,3,4,2,17,14,Carbamidomethylation; Deamidation (NQ),27614,Phosducin-like protein 3 OS=Homo sapiens OX=9606 GN=PDCL3 PE=1 SV=1
1617,120,Q7L0Y3|TM10C_HUMAN,99.2,272.80,63,42,38,20,8,6,8,6,2,0,7,5,29,1.5191E8,1.497E8,1.9515E8,2.1394E7,2.8662E7,2.3728E7,3.4442E7,1.7995E6,,1.4613E7,1.9741E6,1.3816E8,25,25,25,25,15,6,5,7,7,1,0,3,3,31,Carbamidomethylation; Deamidation (NQ),47347,tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2
1434,848,Q86YP4|P66A_HUMAN,99.2,272.52,51,23,30,17,0,0,3,0,12,7,13,7,25,8.9523E7,1.7168E8,1.7903E8,,,5.0834E6,,4.5355E7,2.0537E7,5.8025E7,1.5297E7,1.3347E8,30,29,20,31,16,0,0,1,0,20,9,12,9,43,Carbamidomethylation; Deamidation (NQ); Oxidation (M),68063,Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1
1627,1105,Q9H0S4|DDX47_HUMAN,99.2,272.49,51,20,19,29,11,4,10,4,0,0,0,7,17,6.2254E7,6.7408E7,2.2578E8,2.2294E7,1.3495E7,1.6025E7,1.7107E7,,,,3.0456E7,3.546E7,22,22,14,15,24,11,2,6,3,0,0,0,37,16,Carbamidomethylation; Deamidation (NQ); Oxidation (M),50647,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1
1797,1084,Q9BZK7|TBL1R_HUMAN,99.2,272.44,70,7,20,19,25,30,9,12,0,5,8,5,12,3.8928E7,5.8967E7,1.4824E8,3.5456E7,6.3715E7,2.719E7,3.0985E7,,1.5026E6,1.4995E7,9.5892E5,8.1666E7,26,26,12,10,19,12,11,7,8,0,2,7,3,13,Carbamidomethylation; Deamidation (NQ),55595,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1
1082,6486,P05204|HMGN2_HUMAN,97.1,272.37,80,53,38,0,47,77,47,30,0,0,0,21,0,2.6863E6,1.7693E8,,4.1079E7,2.0355E7,6.7986E7,8.4618E6,,,,4.7713E5,,10,10,8,110,0,56,10,58,2,0,0,0,2,0,Deamidation (NQ),9393,Non-histone chromosomal protein HMG-17 OS=Homo sapiens OX=9606 GN=HMGN2 PE=1 SV=3
1873,1214,Q07960|RHG01_HUMAN,99.2,272.35,56,18,19,31,14,13,13,19,0,0,0,0,12,8.8207E7,4.7513E7,1.3813E8,1.5664E7,1.6169E7,2.4169E7,4.8935E7,,,,,4.4682E7,25,25,19,14,16,9,6,8,13,0,0,0,0,10,Carbamidomethylation; Deamidation (NQ),50436,Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1
1552,808,Q9BSC4|NOL10_HUMAN,99.2,272.29,47,25,20,10,11,3,10,4,0,0,2,5,15,6.824E7,8.0662E7,6.5645E7,2.9626E7,8.7396E6,2.5351E7,9.4675E6,,,8.1173E6,1.4199E7,6.3316E7,25,25,21,22,7,10,1,7,3,0,0,2,43,22,Carbamidomethylation; Deamidation (NQ),80302,Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1
2064,1444,Q92925|SMRD2_HUMAN,99.2,272.28,38,10,19,15,7,7,6,6,3,0,0,0,12,1.2549E7,4.8868E7,1.6057E8,2.0901E7,2.5277E7,1.0106E7,2.4882E7,1.0498E6,,,,9.3008E7,19,14,6,12,12,8,7,7,6,1,0,0,0,15,Deamidation (NQ),58921,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=3
1452,1064,Q6NZY4|ZCHC8_HUMAN,99.2,272.27,53,19,16,6,14,5,6,2,21,13,12,7,11,6.0934E7,8.7452E7,4.553E7,2.9598E7,1.1929E7,1.8174E7,1.64E6,5.221E7,8.2256E6,9.5436E7,2.0753E7,4.5487E7,33,33,18,17,5,11,6,5,2,18,8,27,25,16,Carbamidomethylation; Deamidation (NQ),78577,Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZCCHC8 PE=1 SV=2
1752,1306,P51398|RT29_HUMAN,99.2,272.27,52,27,33,30,8,8,13,11,0,0,3,0,13,7.9635E7,1.0966E8,2.5338E8,3.4013E7,2.2972E7,2.0039E7,3.152E7,,,1.3949E7,,8.202E7,20,20,17,19,25,10,9,4,7,0,0,6,0,12,Carbamidomethylation; Deamidation (NQ),45566,28S ribosomal protein S29  mitochondrial OS=Homo sapiens OX=9606 GN=DAP3 PE=1 SV=1
1152,2158,Q4VC31|CCD58_HUMAN,99.2,272.26,88,26,40,31,67,43,28,15,77,51,56,48,36,9.2357E7,1.281E8,2.047E8,1.4279E7,4.4354E7,2.3419E7,9.2202E7,1.6472E8,6.2949E7,1.6299E8,7.2107E7,1.1788E8,22,22,8,15,12,9,14,5,6,26,28,24,60,17,Carbamidomethylation; Deamidation (NQ); Oxidation (M),16620,Coiled-coil domain-containing protein 58 OS=Homo sapiens OX=9606 GN=CCDC58 PE=1 SV=1
1474,1346,Q99598|TSNAX_HUMAN,99.2,272.08,70,48,60,39,14,8,17,8,0,0,0,0,24,1.8065E8,2.2155E8,3.4891E8,1.4529E7,2.4735E7,2.963E7,2.6921E7,,,,,1.4886E8,20,20,24,27,28,10,4,13,5,0,0,0,0,43,Carbamidomethylation; Deamidation (NQ); Oxidation (M),33112,Translin-associated protein X OS=Homo sapiens OX=9606 GN=TSNAX PE=1 SV=1
1911,833,Q6IA86|ELP2_HUMAN,99.2,272.05,50,19,27,17,0,1,3,3,0,0,0,0,15,9.0914E7,1.3828E8,2.2704E8,,7.6989E6,9.3625E6,1.402E7,,,,,1.2023E8,29,29,25,20,20,0,1,2,3,0,0,0,0,20,Carbamidomethylation; Deamidation (NQ),92500,Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2
1644,889,Q9H3P7|GCP60_HUMAN,99.2,272.02,48,11,22,6,7,4,3,2,4,3,16,18,12,3.6067E7,6.4685E7,2.4945E7,1.9382E7,2.0107E7,8.0135E6,6.7426E6,2.2522E6,1.964E6,9.6868E7,3.7695E7,4.7404E7,26,26,7,10,5,7,3,3,3,4,3,16,52,11,Carbamidomethylation; Deamidation (NQ),60593,Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4
1582,927,Q13617|CUL2_HUMAN,99.2,271.82,45,22,19,20,4,9,9,8,0,0,0,0,21,1.0622E8,6.3118E7,1.8536E8,4.1789E6,2.2972E7,2.396E7,3.813E7,,,,,1.1207E8,31,31,28,20,28,4,9,9,8,0,0,0,0,29,Carbamidomethylation; Deamidation (NQ),86983,Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2
1960,1351,O75569|PRKRA_HUMAN,99.2,271.62,65,36,45,29,5,5,5,5,0,0,15,14,16,5.4249E7,1.0389E8,1.6286E8,2.2955E7,2.4967E7,2.257E7,1.5479E7,,,3.2314E7,9.9785E6,4.7311E7,18,18,17,16,12,4,3,4,3,0,0,7,13,9,Carbamidomethylation; Deamidation (NQ),34404,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1
1823,1275,Q92665|RT31_HUMAN,99.2,271.60,55,14,11,16,26,13,3,18,2,10,23,8,6,1.6926E7,1.7185E7,1.3194E8,6.3563E7,2.4998E7,5.0763E6,1.9445E7,3.9384E6,4.963E6,8.0472E7,1.5314E7,2.4878E7,23,23,8,7,13,18,4,1,10,1,4,13,17,5,Carbamidomethylation,45319,28S ribosomal protein S31  mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3
1738,1391,Q06265|EXOS9_HUMAN,99.2,271.58,59,16,25,17,8,5,9,9,0,0,10,20,21,8.2894E7,1.29E8,2.4807E8,2.9143E7,2.5682E7,1.8896E8,2.772E7,,,5.4272E7,1.9246E7,1.1713E8,24,24,13,16,16,6,4,5,3,0,0,6,19,23,Carbamidomethylation; Deamidation (NQ),48949,Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3
1809,1257,Q96EY7|PTCD3_HUMAN,99.2,271.56,41,7,18,15,16,6,9,4,3,3,3,9,10,2.8851E7,8.9856E7,1.2486E8,1.3061E7,1.3686E7,1.7329E7,7.3221E6,1.2374E5,3.2719E6,9.7829E6,1.86E6,6.3966E7,27,27,6,19,17,21,4,3,3,1,4,2,7,15,Carbamidomethylation; Deamidation (NQ),78550,Pentatricopeptide repeat domain-containing protein 3  mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3
1700,970,Q8IXI1|MIRO2_HUMAN,99.2,271.55,50,23,26,18,19,11,13,11,0,0,0,0,14,6.5591E7,8.7503E7,1.7979E8,3.269E7,3.7006E7,3.5662E7,3.2301E7,,,,,7.4686E7,25,23,18,23,15,13,11,14,7,0,0,0,0,15,Carbamidomethylation; Deamidation (NQ),68118,Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2
1540,2238,P04179|SODM_HUMAN,99.2,271.53,82,39,60,27,37,37,0,37,6,6,6,41,16,1.4266E8,3.0084E8,3.97E8,4.3214E7,1.3238E8,,3.1596E7,2.5424E6,2.8686E6,3.2215E7,3.0701E5,1.3317E8,18,18,20,36,23,11,16,0,6,4,3,4,7,12,Carbamidomethylation; Deamidation (NQ),24750,Superoxide dismutase [Mn]  mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3
1686,1099,O43818|U3IP2_HUMAN,99.2,271.44,51,18,37,27,5,15,10,13,0,0,0,0,15,5.3626E7,1.3484E8,1.7463E8,1.293E7,2.416E7,1.0131E7,9.8429E6,,,,,1.0455E8,21,21,11,31,30,3,9,4,8,0,0,0,0,22,Carbamidomethylation; Deamidation (NQ),51841,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1
1419,1166,P14550|AK1A1_HUMAN,99.2,271.39,68,48,39,44,2,14,2,2,9,12,9,10,33,1.282E8,1.1383E8,3.1942E8,2.6802E6,3.121E7,2.5872E6,9.5403E6,1.2109E7,5.1065E6,1.7609E7,8.1434E6,1.1632E8,22,21,26,21,29,2,3,1,3,8,6,9,18,38,Carbamidomethylation; Deamidation (NQ),36573,Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3
