Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Tryp_1hr_Rep1,Coverage (%) Tryp_1hr_Rep2,Coverage (%) Tryp_1hr_Rep3,Coverage (%) Tryp_18hr_Rep1,Coverage (%) Tryp_18hr_Rep2,Coverage (%) Tryp_18hr_Rep3,Coverage (%) AspN_1hr_Rep1,Coverage (%) AspN_1hr_Rep2,Coverage (%) AspN_1hr_Rep3,Coverage (%) AspN_18hr_Rep1,Coverage (%) AspN_18hr_Rep2,Coverage (%) AspN_18hr_Rep3,Coverage (%) Gluc_1hr_Rep1,Coverage (%) GluC_1hr_Rep2,Coverage (%) GluC_1hr_Rep3,Coverage (%) Gluc_18hr_Rep1,Coverage (%) GluC_18hr_Rep2,Coverage (%) GluC_18hr_Rep3,Area Tryp_1hr_Rep1,Area Tryp_1hr_Rep2,Area Tryp_1hr_Rep3,Area Tryp_18hr_Rep1,Area Tryp_18hr_Rep2,Area Tryp_18hr_Rep3,Area AspN_1hr_Rep1,Area AspN_1hr_Rep2,Area AspN_1hr_Rep3,Area AspN_18hr_Rep1,Area AspN_18hr_Rep2,Area AspN_18hr_Rep3,Area Gluc_1hr_Rep1,Area GluC_1hr_Rep2,Area GluC_1hr_Rep3,Area Gluc_18hr_Rep1,Area GluC_18hr_Rep2,Area GluC_18hr_Rep3,#Peptides,#Unique,#Spec Tryp_1hr_Rep1,#Spec Tryp_1hr_Rep2,#Spec Tryp_1hr_Rep3,#Spec Tryp_18hr_Rep1,#Spec Tryp_18hr_Rep2,#Spec Tryp_18hr_Rep3,#Spec AspN_1hr_Rep1,#Spec AspN_1hr_Rep2,#Spec AspN_1hr_Rep3,#Spec AspN_18hr_Rep1,#Spec AspN_18hr_Rep2,#Spec AspN_18hr_Rep3,#Spec Gluc_1hr_Rep1,#Spec GluC_1hr_Rep2,#Spec GluC_1hr_Rep3,#Spec Gluc_18hr_Rep1,#Spec GluC_18hr_Rep2,#Spec GluC_18hr_Rep3,PTM,Avg. Mass,Description
693,730,Q9P0L0|VAPA_HUMAN,99.2,203.60,79,31,48,31,39,20,31,63,70,35,48,53,16,0,6,6,6,6,0,1.1134E8,2.9716E8,9.0566E7,4.0231E8,1.9876E8,8.2377E7,3.4978E8,3.2267E8,5.208E7,2.5296E8,2.4855E8,1.7864E7,,1.1388E6,1.5725E7,7.0632E7,1.6945E7,,28,25,23,27,18,27,41,17,56,44,35,34,39,18,0,1,9,11,18,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),27893,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3
1113,1017,O00541|PESC_HUMAN,99.2,203.41,44,16,27,14,16,20,20,16,5,2,9,5,5,0,0,0,2,0,0,1.4765E8,2.0728E8,5.6194E7,3.8057E8,1.9206E8,8.1882E7,2.0961E7,2.4784E7,4.7955E6,4.0073E7,2.6787E7,4.8877E6,,,,1.941E6,,,32,32,18,29,21,18,44,20,10,5,2,9,4,3,0,0,0,3,0,0,Carbamidomethylation; Deamidation (NQ),68003,Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1
419,2019,Q01130|SRSF2_HUMAN,99.1,203.39,43,11,22,17,11,15,14,25,25,25,25,27,25,33,33,33,33,33,19,2.1109E8,2.2324E8,7.6543E7,6.1077E8,1.6455E8,8.0639E7,3.6938E8,7.4557E8,2.2541E8,1.2314E9,3.3187E8,8.4233E7,1.692E8,1.1982E8,5.6216E7,7.352E8,2.5168E8,2.0994E6,27,21,20,26,21,24,105,19,32,63,43,62,32,39,24,41,42,56,144,4,Deamidation (NQ); Oxidation (M),25476,Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4
1121,956,Q9NZL9|MAT2B_HUMAN,99.2,203.30,87,34,33,33,32,18,20,23,15,13,11,22,13,13,17,5,20,22,0,1.0687E8,1.5703E8,7.1666E7,1.9697E8,7.4305E7,3.9966E7,5.3183E7,3.838E7,2.2288E7,2.8812E7,5.607E7,1.2233E7,7.1953E6,5.3705E6,2.4169E5,1.7571E7,6.9811E6,,36,36,17,16,20,14,13,14,15,10,8,6,10,6,2,5,1,8,18,0,Carbamidomethylation; Deamidation (NQ),37552,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1
1044,1048,Q96R06|SPAG5_HUMAN,99.2,203.22,51,12,8,11,8,9,9,3,7,0,1,1,0,15,16,3,10,15,3,3.0219E7,3.9106E7,8.2112E6,3.9107E7,4.5618E7,9.6689E6,8.4608E6,8.6124E6,,5.7974E6,2.9448E6,,7.1772E7,3.4E7,3.2783E6,5.5833E7,1.6336E7,1.3673E6,54,54,15,9,10,10,12,13,8,6,0,2,2,0,30,26,5,16,45,4,Carbamidomethylation; Deamidation (NQ); Oxidation (M),134422,Sperm-associated antigen 5 OS=Homo sapiens OX=9606 GN=SPAG5 PE=1 SV=2
1061,702,Q3ZCQ8|TIM50_HUMAN,99.2,203.07,54,22,33,16,16,16,15,18,23,16,21,8,26,0,7,7,7,0,0,1.0129E8,1.5203E8,7.2244E7,3.0539E8,1.0296E8,6.1767E7,6.7746E7,7.9559E7,1.5894E7,9.3708E7,9.7478E7,1.4308E7,,1.7858E6,2.2934E6,9.874E6,,,25,25,18,20,18,23,24,14,18,16,12,15,10,10,0,3,3,3,0,0,Carbamidomethylation; Deamidation (NQ),39646,Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2
889,619,P51149|RAB7A_HUMAN,99.2,202.83,90,69,71,43,55,36,71,35,59,70,35,49,60,0,0,0,0,7,0,2.6448E8,3.5001E8,8.8464E7,5.4472E8,2.2353E8,1.5111E8,3.0763E7,5.8207E7,1.9371E7,6.5115E7,9.9729E7,2.8793E7,,,,,5.51E6,,27,27,28,33,17,30,37,23,7,19,22,9,18,28,0,0,0,0,3,0,Carbamidomethylation; Deamidation (NQ),23490,Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1
1143,853,Q15007|FL2D_HUMAN,99.2,202.80,67,6,27,11,10,21,6,8,10,10,8,23,14,36,32,7,8,21,0,1.9848E7,7.3006E7,1.766E7,6.0302E7,5.2761E7,1.0703E7,1.6544E6,5.9475E6,7.5801E5,7.1457E6,2.7017E7,2.0575E6,1.0261E8,2.7638E7,1.1243E6,2.3688E7,2.0264E7,,30,30,5,18,8,6,12,6,5,3,5,3,17,4,24,18,4,5,33,0,Carbamidomethylation; Deamidation (NQ),44244,Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2
1146,768,O43252|PAPS1_HUMAN,99.2,202.77,45,16,21,17,15,12,15,12,6,0,10,8,2,4,4,4,12,6,0,7.5329E7,1.1353E8,2.5622E7,1.8989E8,7.0313E7,2.6571E7,4.9084E7,2.2114E7,,5.1963E7,2.4176E7,3.2991E5,2.1428E6,3.9472E6,8.3855E6,7.0069E7,2.559E7,,30,30,14,19,10,13,16,12,15,8,0,13,6,2,2,5,5,11,24,0,Carbamidomethylation; Deamidation (NQ),70833,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2
1089,938,Q14671|PUM1_HUMAN,99.2,202.64,33,13,14,7,4,8,7,9,5,4,4,5,4,1,10,2,3,3,0,4.7905E7,8.4419E7,1.8344E7,4.3701E7,5.6055E7,2.3238E7,3.9621E7,2.999E7,4.6729E6,1.1384E7,1.8054E7,2.5313E6,5.7167E6,2.3484E7,5.558E6,2.3279E7,2.2588E7,,42,35,14,27,10,6,24,9,13,13,12,7,6,8,1,17,4,7,19,0,Carbamidomethylation; Deamidation (NQ),126473,Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3
405,2454,P0C0S5|H2AZ_HUMAN,99.1,202.61,83,54,54,54,31,31,38,41,60,41,41,30,38,53,47,38,38,47,0,,,,,,,4.4534E8,6.7087E8,1.5346E8,1.0632E9,3.8027E8,7.9331E6,2.4447E6,1.4538E7,,,3.1848E7,,29,4,80,67,56,69,50,35,82,77,39,87,54,26,10,7,18,20,50,0,Deamidation (NQ),13553,Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2
997,631,O75489|NDUS3_HUMAN,99.2,202.52,71,42,35,44,41,17,50,13,9,13,13,25,28,5,6,4,12,8,0,1.1692E8,1.0785E8,7.9176E7,5.1162E8,1.1864E8,9.3288E7,1.2959E7,9.8447E5,4.8745E6,7.2417E6,2.4892E7,7.0725E6,2.806E6,6.8164E6,6.6654E6,3.4597E7,1.9906E7,,27,27,17,15,17,41,59,24,6,1,2,3,7,8,1,1,2,6,18,0,Deamidation (NQ),30242,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3  mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1
788,919,Q9NZJ9|NUDT4_HUMAN,99.2,202.50,99,45,38,22,26,31,32,17,37,11,26,46,41,71,67,57,86,75,40,9.9359E7,1.238E8,1.1388E7,1.5445E8,9.5525E7,2.5994E7,2.7337E7,7.4578E7,2.7152E6,6.0506E7,9.4834E7,1.6483E7,8.0155E7,2.4647E7,7.5885E6,1.2957E8,3.4848E7,2.6328E5,27,26,17,17,11,13,17,12,12,14,1,9,12,6,41,23,15,34,79,2,Carbamidomethylation; Deamidation (NQ); Oxidation (M),20306,Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Homo sapiens OX=9606 GN=NUDT4 PE=1 SV=2
942,664,Q96PU8|QKI_HUMAN,99.2,202.47,94,23,23,69,26,21,28,28,11,13,33,10,22,11,17,18,21,34,0,1.5524E8,1.9754E8,1.1952E8,3.0808E8,1.1152E8,5.0922E7,8.084E7,6.1636E7,1.3713E7,6.2214E7,1.1735E7,2.9045E7,2.3623E6,7.2105E6,5.592E6,4.7555E7,1.1096E7,,35,35,16,16,34,17,28,16,19,8,4,12,7,9,1,2,8,13,39,0,Carbamidomethylation; Deamidation (NQ),37671,Protein quaking OS=Homo sapiens OX=9606 GN=QKI PE=1 SV=1
563,1679,P46778|RL21_HUMAN,99.2,202.23,69,33,44,49,38,26,32,36,36,6,31,31,0,18,17,18,24,17,0,8.893E8,1.1476E9,3.7278E8,2.406E9,9.0353E8,2.7633E8,2.6579E8,4.0808E8,3.2748E6,7.4624E8,1.0972E8,,1.814E7,1.6791E7,4.1249E7,6.2078E8,1.6935E8,,25,25,57,46,43,64,37,34,18,16,3,31,8,0,6,8,33,59,89,0,Deamidation (NQ); Oxidation (M),18565,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2
701,1915,P62244|RS15A_HUMAN,99.2,202.19,86,46,62,62,58,36,52,40,62,55,55,72,62,18,18,0,0,13,0,1.2059E9,1.2183E9,4.5902E8,2.8368E9,9.5054E8,3.7737E8,3.2414E7,1.7998E8,3.5791E7,2.1771E8,2.4195E8,3.4552E7,1.4609E6,8.95E6,,,1.5895E6,,28,28,44,49,51,50,40,35,11,33,24,18,28,13,1,9,0,0,3,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),14840,40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2
1119,794,Q6PJT7|ZC3HE_HUMAN,99.2,202.05,54,8,11,10,8,9,5,15,20,6,11,11,2,16,13,5,5,11,2,1.8582E7,3.1412E7,1.2778E7,7.989E7,5.7371E7,5.9683E6,5.4185E7,6.8153E7,5.1888E6,2.9816E7,3.5437E7,1.0889E6,8.3149E7,2.2405E7,7.2589E6,4.8957E7,9.6675E6,8.7879E5,36,36,3,10,16,6,9,3,21,24,4,8,14,3,19,18,7,5,12,2,Carbamidomethylation; Deamidation (NQ),82876,Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1
836,840,Q9UKD2|MRT4_HUMAN,99.2,201.91,74,49,59,48,46,44,51,12,38,27,18,16,5,0,0,0,0,0,0,3.4686E8,4.4256E8,9.8328E7,8.1254E8,3.8713E8,1.4263E8,7.3341E6,5.5775E7,1.7407E7,5.0522E7,6.1317E7,8.4017E5,,,,,,,23,23,38,45,43,39,57,41,2,12,6,10,9,1,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),27560,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2
971,937,P08575|PTPRC_HUMAN,99.2,201.88,29,6,12,5,8,8,5,8,7,4,4,1,3,2,1,3,5,6,0,7.2512E7,1.1047E8,4.0768E7,2.8975E8,6.5633E7,3.0512E7,5.358E7,7.2268E7,1.7563E7,5.0616E7,1.2972E7,3.6927E6,1.7263E7,7.2737E6,2.3408E6,3.5906E7,3.3986E7,,39,39,14,22,15,18,33,12,16,20,7,13,2,4,6,5,4,10,38,0,Carbamidomethylation; Deamidation (NQ),147486,Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3
1013,696,P40937|RFC5_HUMAN,99.2,201.87,64,44,47,45,46,22,47,4,12,12,9,16,26,0,0,0,0,6,0,2.4658E8,2.8973E8,7.4757E7,5.7149E8,2.1953E8,8.9341E7,3.3727E6,1.2317E7,4.2666E6,2.6032E6,4.6905E7,1.1192E7,,,,,9.6157E5,,24,24,28,31,27,32,41,37,1,3,3,2,9,8,0,0,0,0,1,0,Carbamidomethylation; Deamidation (NQ),38497,Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1
734,1420,Q7RTV0|PHF5A_HUMAN,99.2,201.83,97,20,55,46,15,46,33,88,74,43,49,53,55,70,85,35,56,72,0,5.1304E7,1.6773E8,4.1458E7,6.1916E7,1.1192E8,1.8025E7,2.6716E8,2.3742E8,3.3017E7,1.6817E8,1.6314E8,2.1909E7,3.9745E7,7.6764E7,1.1855E7,2.1924E8,1.0253E8,,26,26,3,18,11,4,11,9,45,32,11,19,25,13,37,30,7,20,85,0,Carbamidomethylation; Deamidation (NQ),12405,PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1
1269,765,Q12972|PP1R8_HUMAN,99.2,201.65,78,33,33,29,26,27,23,18,15,8,12,11,5,0,0,10,23,8,0,6.3275E7,1.0458E8,2.9179E7,1.5386E8,9.8145E7,1.775E7,8.5218E6,3.6122E7,1.0608E7,2.0837E7,2.5484E7,2.2682E6,,,4.1178E6,4.9005E7,1.5547E7,,29,29,19,19,11,15,12,8,6,4,3,5,6,5,0,0,2,11,16,0,Carbamidomethylation; Deamidation (NQ),38479,Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2
539,1152,P26373|RL13_HUMAN,99.2,201.52,68,48,49,45,39,25,20,7,45,0,7,14,12,10,15,15,27,27,0,1.2288E9,1.5586E9,4.2051E8,2.4004E9,1.1297E9,2.7356E8,5.6339E7,9.1912E7,,2.3946E8,2.3429E8,8.2572E6,1.0862E6,8.5347E6,2.5045E7,2.6828E8,1.4744E8,,31,31,74,79,64,64,47,33,12,17,0,24,27,4,1,6,11,32,93,0,Deamidation (NQ); Oxidation (M),24261,60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4
1116,847,Q14687|GSE1_HUMAN,99.2,201.51,42,5,13,12,12,2,4,4,3,1,1,2,1,7,7,7,14,8,5,2.6883E7,6.0295E7,4.1218E7,9.5047E7,9.8009E6,2.0917E7,2.4222E7,2.6443E7,3.6484E6,4.5832E6,2.48E7,1.8054E6,2.5339E7,1.1368E7,1.1332E7,1.3781E8,8.5267E6,2.347E6,38,38,7,16,19,11,4,5,6,5,2,2,2,2,15,13,18,35,16,7,Carbamidomethylation; Deamidation (NQ),136164,Genetic suppressor element 1 OS=Homo sapiens OX=9606 GN=GSE1 PE=1 SV=3
648,800,Q00325|MPCP_HUMAN,99.2,201.21,59,33,43,34,29,14,26,7,9,7,14,12,14,0,0,0,3,3,0,9.2541E8,9.4542E8,3.5598E8,2.7024E9,8.0188E8,3.8938E8,6.0709E7,1.9235E8,4.1322E7,1.3012E8,2.755E8,3.7603E7,,,,2.4115E7,4.0284E5,,28,28,62,49,43,87,38,62,12,23,9,19,26,16,0,0,0,5,1,0,Carbamidomethylation; Deamidation (NQ),40095,Phosphate carrier protein  mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2
1176,908,P11387|TOP1_HUMAN,99.2,201.16,36,11,19,13,5,14,17,7,12,4,9,16,5,0,0,2,1,0,0,1.0542E8,1.6381E8,3.2297E7,1.2612E8,1.3715E8,3.6351E7,4.0544E7,4.099E7,4.8473E6,3.8411E7,7.7738E7,5.2123E6,,,8.0401E5,2.8146E6,,,28,28,13,16,14,5,39,22,11,12,5,7,14,4,0,0,2,1,0,0,Carbamidomethylation; Deamidation (NQ),90726,DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2
912,795,O14545|TRAD1_HUMAN,99.2,201.05,57,3,16,7,10,5,2,7,13,4,2,5,2,33,29,9,31,23,3,6.0725E6,4.2752E7,1.4902E7,6.9227E7,6.1712E6,6.544E6,4.145E7,3.5277E7,6.4485E6,1.9007E7,1.2519E7,3.568E6,1.7595E8,6.6856E7,2.945E6,1.1573E8,3.4003E7,4.6536E5,31,31,5,14,12,7,5,2,13,9,4,3,4,3,58,42,5,23,53,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M),64841,TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TRAFD1 PE=1 SV=1
709,1386,P24844|MYL9_HUMAN,99.2,201.02,70,38,23,12,38,17,33,39,50,17,40,34,17,38,38,28,30,67,9,,,,,,,2.686E7,4.4373E7,,4.7571E7,,,2.1786E7,1.604E7,,,7.535E6,,24,3,11,7,3,23,13,19,21,28,12,14,22,9,49,30,13,38,86,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4
1199,1057,P31483|TIA1_HUMAN,99.2,200.94,52,25,33,21,25,8,28,4,13,7,9,23,18,0,0,0,0,3,0,9.7163E7,8.9973E7,1.5413E7,2.1531E8,3.8376E7,3.1847E7,2.1331E7,4.0339E7,1.4306E7,5.1875E7,7.7567E7,9.7646E6,,,,,3.3852E5,,23,19,16,20,15,17,9,24,2,10,6,10,22,8,0,0,0,0,1,0,Carbamidomethylation; Deamidation (NQ),42963,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3
985,777,Q92615|LAR4B_HUMAN,99.2,200.94,52,11,1,5,19,7,9,4,12,0,13,4,0,21,17,9,14,19,2,3.2301E7,3.8606E6,8.9715E6,1.4412E8,3.0776E7,1.3985E7,1.7141E7,2.4898E7,,1.717E7,1.3935E7,,7.8202E7,4.1493E7,1.6134E7,1.03E8,4.5844E7,1.3011E6,34,34,7,1,3,18,25,7,8,9,0,7,4,0,31,27,12,14,55,5,Carbamidomethylation; Deamidation (NQ),80552,La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3
1077,856,O00139|KIF2A_HUMAN,99.2,200.88,50,10,18,19,10,14,15,18,10,6,5,8,4,5,5,3,7,8,0,3.5372E7,6.9732E7,3.2058E7,1.5816E8,6.2077E7,2.4826E7,3.4907E7,2.6713E7,5.9949E6,2.0394E7,3.5697E7,2.0759E6,5.8097E6,3.8301E6,2.6227E6,3.4641E7,7.2203E6,,37,31,6,19,17,11,27,13,12,20,2,7,10,2,2,3,3,11,36,0,Carbamidomethylation; Deamidation (NQ),79955,Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3
1466,780,Q9C0J8|WDR33_HUMAN,99.2,200.86,36,2,3,2,8,7,0,7,5,0,6,5,1,1,3,2,8,5,0,8.2415E6,7.9105E6,1.2262E6,8.1E7,3.2032E7,,1.8411E7,1.4647E7,,1.419E7,1.1755E7,5.8131E5,1.4232E7,8.3711E6,6.4162E6,5.7085E7,5.4069E6,,37,36,4,4,4,19,14,0,10,4,0,7,3,1,2,4,8,11,8,0,Carbamidomethylation; Deamidation (NQ),145891,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2
589,1805,P62942|FKB1A_HUMAN,99.1,200.65,99,42,91,42,42,42,41,36,91,27,27,67,35,56,56,45,45,90,45,2.4099E8,3.7113E8,7.7535E7,5.6288E8,2.9656E8,6.6268E7,1.7399E8,2.1388E8,6.4228E7,2.0797E8,4.1126E8,3.7316E7,8.3856E8,1.9834E8,3.0872E7,7.0713E8,1.4109E8,1.0667E7,27,27,24,32,16,16,28,13,22,26,16,21,40,15,75,37,8,56,70,2,Carbamidomethylation; Deamidation (NQ); Oxidation (M),11951,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2
529,1304,P62269|RS18_HUMAN,99.2,200.49,63,43,52,48,49,39,39,38,41,34,34,34,53,0,0,0,0,0,0,1.2131E9,1.7651E9,5.6718E8,3.1237E9,1.665E9,4.3957E8,2.8104E8,5.1203E8,1.4238E8,4.1316E8,8.6976E8,1.9964E8,,,,,,,27,27,56,66,65,64,79,63,27,27,28,30,50,47,0,0,0,0,0,0,Deamidation (NQ); Oxidation (M),17719,40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3
1205,724,Q5JTH9|RRP12_HUMAN,99.2,200.46,37,12,12,15,12,7,13,5,1,1,6,1,4,0,0,0,0,1,0,9.1739E7,9.0595E7,3.0664E7,2.4189E8,8.4504E7,4.8937E7,2.2055E7,3.0115E6,2.0599E6,3.3057E7,8.633E6,3.877E6,,,,,7.3709E5,,37,37,22,21,20,28,15,22,10,1,1,12,2,3,0,0,0,0,1,0,Carbamidomethylation; Deamidation (NQ),143702,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2
1131,706,Q9UPT8|ZC3H4_HUMAN,99.2,200.16,25,6,8,1,8,7,3,5,0,1,3,4,1,6,4,6,10,12,1,2.4185E7,5.2431E7,5.1486E6,5.9966E7,1.6442E7,7.4958E6,2.3102E7,,5.1676E6,1.1252E7,1.3716E7,2.7618E6,7.363E7,3.5778E7,9.718E6,1.2877E8,3.974E7,7.029E5,25,25,8,17,4,12,13,6,10,0,2,3,7,1,13,13,9,22,38,2,Carbamidomethylation; Deamidation (NQ),140256,Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3
932,859,Q71RC2|LARP4_HUMAN,99.2,200.05,52,14,10,10,8,8,6,7,10,0,3,3,1,17,26,10,12,17,6,4.2193E7,6.7636E7,1.7961E7,7.423E7,3.9618E7,5.2383E6,3.3762E7,3.5848E7,,2.2606E7,5.9501E5,1.2638E6,1.7475E8,6.8605E7,7.482E6,1.5304E8,8.2621E7,3.921E6,29,29,13,9,11,14,9,4,12,8,0,3,3,2,36,32,7,21,64,4,Carbamidomethylation; Deamidation (NQ),80596,La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3
873,2339,Q969H8|MYDGF_HUMAN,99.2,200.03,68,30,24,24,44,38,38,10,10,10,29,10,56,32,9,16,46,36,9,1.054E8,1.6908E8,5.1159E7,4.5419E8,2.2108E8,4.9945E7,7.4493E7,9.1865E7,2.9361E7,1.4548E8,1.2181E8,1.5429E7,1.1686E8,1.123E7,9.1434E6,1.4545E8,1.1889E7,1.0199E6,21,21,11,12,7,23,53,8,8,8,11,14,10,12,35,7,6,23,32,1,Carbamidomethylation; Deamidation (NQ),18795,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1
1195,725,P55809|SCOT1_HUMAN,99.2,199.98,57,19,17,26,15,9,25,20,11,5,18,8,9,3,9,8,12,15,0,6.0277E7,9.8343E7,4.6691E7,8.4992E7,5.4751E7,4.5797E7,3.2201E7,3.9553E7,1.3341E7,4.096E7,4.1316E7,9.4831E6,5.0473E6,3.574E6,3.2842E6,3.2946E7,1.1382E7,,32,32,11,12,17,13,8,17,14,8,5,10,6,6,2,3,3,7,20,0,Carbamidomethylation; Deamidation (NQ),56158,Succinyl-CoA:3-ketoacid coenzyme A transferase 1  mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1
1487,877,Q7Z2T5|TRM1L_HUMAN,99.2,199.94,42,7,14,11,11,11,19,10,9,3,7,5,2,0,0,0,0,2,0,1.2193E7,4.1056E7,1.2257E7,4.538E7,3.4E7,2.5853E7,8.4698E6,1.8111E7,4.285E6,2.1695E7,2.5946E7,1.5133E6,,,,,3.6768E6,,23,23,9,10,8,12,8,20,7,6,3,4,6,1,0,0,0,0,5,0,Carbamidomethylation; Deamidation (NQ),81747,TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2
813,2659,P62318|SMD3_HUMAN,99.1,199.86,60,49,52,52,32,40,48,12,39,30,25,47,39,0,36,20,0,36,0,8.0666E8,8.7127E8,1.8452E8,1.8058E9,6.6139E8,3.9754E8,1.2139E7,7.6661E7,1.1567E7,3.8065E7,2.1063E8,1.808E7,,2.225E6,9.5726E5,,1.0704E7,,18,18,41,36,28,36,49,32,2,15,6,7,27,17,0,7,1,0,16,0,Carbamidomethylation; Deamidation (NQ); Oxidation (M),13916,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1
1026,684,Q9Y570|PPME1_HUMAN,99.2,199.83,71,30,44,32,41,13,31,21,19,6,6,26,11,0,3,4,6,10,0,1.3226E8,1.7494E8,7.7662E7,2.39E8,7.828E7,5.2224E7,4.3277E7,5.7541E7,1.9591E6,2.8833E7,8.7908E7,4.8027E6,,1.526E6,1.5729E6,1.2567E7,7.1514E6,,27,27,18,29,23,30,17,17,16,18,4,7,18,4,0,2,1,3,12,0,Carbamidomethylation; Deamidation (NQ),42315,Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3
1072,564,P62873|GBB1_HUMAN,99.2,199.72,74,26,34,27,27,16,29,25,36,18,10,26,18,0,0,0,0,2,0,2.6239E7,5.9769E7,1.7021E7,5.0745E7,1.6158E7,1.2483E7,5.1002E7,5.3345E7,7.8263E6,1.9096E7,3.2973E7,4.2255E6,,,,,2.4115E6,,27,12,16,22,18,18,17,10,22,26,20,7,12,12,0,0,0,0,4,0,Carbamidomethylation,37377,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3
948,685,Q9Y6M1|IF2B2_HUMAN,99.2,199.42,48,13,21,24,16,14,16,7,9,0,0,12,0,0,4,5,13,12,0,3.5139E7,6.9346E7,2.2462E7,6.1685E7,4.4732E7,9.2759E6,1.4612E6,1.7068E6,,,1.8098E7,,,2.0218E6,1.332E6,3.9705E7,1.7318E7,,29,24,23,22,28,36,37,35,1,3,0,0,4,0,0,3,4,11,41,0,Carbamidomethylation; Deamidation (NQ),66121,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2
